data_point_ID,EXCLUSION,Citation,Title,Lit_Source,Continent,island,experimental_mechanism,Latitude,Longitude,Site,Herbivores_Manipulated,Herbivore_nativeness,treatment_duration_days,impact_mechanism,Fig_Num,High_value_equals_high_response,Response_Dimension,Response_Living,Response_Highest_Level,Strata_or_soil_depth,Species_Class,Species,Response,Units,age_class,woody_height_class,Plot_Covariate,time_series_clean,Mean_High_Megafauna,Mean_Low_Megafauna,SD_High_Megafauna,SD_Low_Megafauna,N_High_Megafauna,N_Low_Megafauna,analysis_group_category,analysis_group,Invasive,Africa_Comparison,experiment_id,site_id,species_response_tag,yi,vi
Sharp et al 2024 Journal of Ecology 19,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,390,cumulative,data,TRUE,Belowground,Living,ECOSYSTEM_PROCESS,"",Decomposition rate,"",Belowground Decomposition Rate (% dry mass lost),%,"","",Raccoon Keys,1,53.7602617,51.8765748,9.87341447,10.0244332,12,12,Soil,Soil_Decomposition_Rate,Invasive,Introduced,experiment_7794,74,Decomposition rate NA Belowground Decomposition Rate (% dry mass lost),0.182789054561028,0.182577716730582
Sharp et al 2024 Journal of Ecology 2,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,Aboveground,Living,ECOSYSTEM_PROCESS,"",Decomposition rate,"",Aboveground Decomposition Rate (% dry mass lost),%,"","",Dune Marsh,2,28.829571,27.8994213,8.1989491,11.1759669,12,12,Soil,Soil_Decomposition_Rate,Invasive,Introduced,experiment_7787,74,Decomposition rate NA Aboveground Decomposition Rate (% dry mass lost),0.0916233123618728,0.182026169701941
Sharp et al 2024 Journal of Ecology 20,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,Belowground,Living,ECOSYSTEM_PROCESS,"",Decomposition rate,"",Belowground Decomposition Rate (% dry mass lost),%,"","",Raccoon Keys,2,53.7602617,51.8765748,9.87341447,10.0244332,12,12,Soil,Soil_Decomposition_Rate,Invasive,Introduced,experiment_7794,74,Decomposition rate NA Belowground Decomposition Rate (% dry mass lost),0.182789054561028,0.182577716730582
Sharp et al 2024 Journal of Ecology 21,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,390,cumulative,data,TRUE,"",Living,ABUNDANCE,"",Algae abundance,"",Blue-green Algae Abundance,µg chl-a/cm²,"","",Dune Marsh,1,0.03055556,0.02055556,0.01536317,0.0074986,12,12,Microbes,Microbe_Abundance,Invasive,Introduced,experiment_7795,74,Algae abundance NA Blue-green Algae Abundance,0.79866263602363,0.201801817039645
Sharp et al 2024 Journal of Ecology 22,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,"",Living,ABUNDANCE,"",Algae abundance,"",Blue-green Algae Abundance,µg chl-a/cm²,"","",Dune Marsh,2,0.09166667,0.08583333,0.05516733,0.04597155,12,12,Microbes,Microbe_Abundance,Invasive,Introduced,experiment_7795,74,Algae abundance NA Blue-green Algae Abundance,0.110910198249703,0.182106845328247
Sharp et al 2024 Journal of Ecology 23,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,1530,cumulative,data,TRUE,"",Living,ABUNDANCE,"",Algae abundance,"",Blue-green Algae Abundance,µg chl-a/cm²,"","",Dune Marsh,3,0.48305556,0.41666667,0.16856769,0.21032923,12,12,Microbes,Microbe_Abundance,Invasive,Introduced,experiment_7795,74,Algae abundance NA Blue-green Algae Abundance,0.336288769610743,0.18451032651329
Sharp et al 2024 Journal of Ecology 24,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,390,cumulative,data,TRUE,"",Living,ABUNDANCE,"",Algae abundance,"",Blue-green Algae Abundance,µg chl-a/cm²,"","",Raccoon Keys,1,0.03861111,0.02916667,0.01313937,0.0112029,12,12,Microbes,Microbe_Abundance,Invasive,Introduced,experiment_7796,74,Algae abundance NA Blue-green Algae Abundance,0.74680176160573,0.194810312772807
Sharp et al 2024 Journal of Ecology 25,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,"",Living,ABUNDANCE,"",Algae abundance,"",Blue-green Algae Abundance,µg chl-a/cm²,"","",Raccoon Keys,2,0.13861111,0.07916667,0.10390806,0.04095144,12,12,Microbes,Microbe_Abundance,Invasive,Introduced,experiment_7796,74,Algae abundance NA Blue-green Algae Abundance,0.726699896972061,0.200235773188008
Sharp et al 2024 Journal of Ecology 26,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,1530,cumulative,data,TRUE,"",Living,ABUNDANCE,"",Algae abundance,"",Blue-green Algae Abundance,µg chl-a/cm²,"","",Raccoon Keys,3,0.36666667,0.38592593,0.20613507,0.22153366,9,9,Microbes,Microbe_Abundance,Invasive,Introduced,experiment_7796,74,Algae abundance NA Blue-green Algae Abundance,-0.0857103942323627,0.250230758394198
Sharp et al 2024 Journal of Ecology 27,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,Aboveground & Belowground,Living,ECOSYSTEM_PROCESS,"",CO2 flux rate,"",CO2 flux rate,µmol m-2 s-1,"","",Dune Marsh,1,0.80555556,2.00583333,3.02284846,2.85442068,12,12,Ecosystem,Net_Ecosystem_Exchange_,Invasive,Introduced,experiment_7797,74,CO2 flux rate NA CO2 flux rate,-0.394174026115264,0.185360971078773
Sharp et al 2024 Journal of Ecology 27,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,Aboveground & Belowground,Living,ECOSYSTEM_PROCESS,"",CO2 flux rate,"",CO2 flux rate,µmol m-2 s-1,"","",Dune Marsh,1,0.80555556,2.00583333,3.02284846,2.85442068,12,12,Ecosystem,CO_Exchange,Invasive,Introduced,experiment_7797,74,CO2 flux rate NA CO2 flux rate,-0.394174026115264,0.185360971078773
Sharp et al 2024 Journal of Ecology 28,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,390,cumulative,data,TRUE,Aboveground & Belowground,Living,ECOSYSTEM_PROCESS,"",CO2 flux rate,"",CO2 flux rate,µmol m-2 s-1,"","",Raccoon Keys,1,2.29638889,1.81638889,3.12633437,1.82613212,12,12,Ecosystem,Net_Ecosystem_Exchange_,Invasive,Introduced,experiment_7798,74,CO2 flux rate NA CO2 flux rate,0.181011467865836,0.182742525911919
Sharp et al 2024 Journal of Ecology 28,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,390,cumulative,data,TRUE,Aboveground & Belowground,Living,ECOSYSTEM_PROCESS,"",CO2 flux rate,"",CO2 flux rate,µmol m-2 s-1,"","",Raccoon Keys,1,2.29638889,1.81638889,3.12633437,1.82613212,12,12,Ecosystem,CO_Exchange,Invasive,Introduced,experiment_7798,74,CO2 flux rate NA CO2 flux rate,0.181011467865836,0.182742525911919
Sharp et al 2024 Journal of Ecology 29,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,Aboveground & Belowground,Living,ECOSYSTEM_PROCESS,"",CO2 flux rate,"",CO2 flux rate,µmol m-2 s-1,"","",Raccoon Keys,2,3.10222222,2.80333333,2.68970741,1.68853233,12,12,Ecosystem,Net_Ecosystem_Exchange_,Invasive,Introduced,experiment_7798,74,CO2 flux rate NA CO2 flux rate,0.128499823928025,0.182264345488613
Sharp et al 2024 Journal of Ecology 29,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,Aboveground & Belowground,Living,ECOSYSTEM_PROCESS,"",CO2 flux rate,"",CO2 flux rate,µmol m-2 s-1,"","",Raccoon Keys,2,3.10222222,2.80333333,2.68970741,1.68853233,12,12,Ecosystem,CO_Exchange,Invasive,Introduced,experiment_7798,74,CO2 flux rate NA CO2 flux rate,0.128499823928025,0.182264345488613
Sharp et al 2024 Journal of Ecology 3,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,390,cumulative,data,TRUE,Aboveground,Living,ECOSYSTEM_PROCESS,"",Decomposition rate,"",Aboveground Decomposition Rate (% dry mass lost),%,"","",Raccoon Keys,1,23.7186429,23.8262042,8.18739146,6.45927575,12,12,Soil,Soil_Decomposition_Rate,Invasive,Introduced,experiment_7788,74,Decomposition rate NA Aboveground Decomposition Rate (% dry mass lost),-0.0140823542491816,0.181822933053078
Sharp et al 2024 Journal of Ecology 30,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,390,cumulative,data,TRUE,Aboveground,Dead,ABUNDANCE,"",Dead Vegetation,"",Dead Vegetation Cover (%),%,"","",Dune Marsh,1,8.66666667,18.3333333,11.2033545,12.7944117,12,12,Ecosystem,Dead_Vegetation,Invasive,Introduced,experiment_7799,74,Dead Vegetation NA Dead Vegetation Cover (%),-0.776092659910619,0.195745859922154
Sharp et al 2024 Journal of Ecology 31,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,Aboveground,Dead,ABUNDANCE,"",Dead Vegetation,"",Dead Vegetation Cover (%),%,"","",Dune Marsh,2,1.83333333,3.16666667,1.11464086,1.4668044,12,12,Ecosystem,Dead_Vegetation,Invasive,Introduced,experiment_7799,74,Dead Vegetation NA Dead Vegetation Cover (%),-0.988170258154563,0.20560319181264
Sharp et al 2024 Journal of Ecology 32,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,1530,cumulative,data,TRUE,Aboveground,Dead,ABUNDANCE,"",Dead Vegetation,"",Dead Vegetation Cover (%),%,"","",Dune Marsh,3,3.75,6.5,2.13733054,4.64170815,12,12,Ecosystem,Dead_Vegetation,Invasive,Introduced,experiment_7799,74,Dead Vegetation NA Dead Vegetation Cover (%),-0.734757619765615,0.199273975951213
Sharp et al 2024 Journal of Ecology 33,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,390,cumulative,data,TRUE,Aboveground,Dead,ABUNDANCE,"",Dead Vegetation,"",Dead Vegetation Cover (%),%,"","",Raccoon Keys,1,1.66666667,20.5,1.15470054,11.2128173,12,12,Ecosystem,Dead_Vegetation,Invasive,Introduced,experiment_7800,74,Dead Vegetation NA Dead Vegetation Cover (%),-2.2812181295193,0.413449315642187
Sharp et al 2024 Journal of Ecology 34,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,Aboveground,Dead,ABUNDANCE,"",Dead Vegetation,"",Dead Vegetation Cover (%),%,"","",Raccoon Keys,2,2.5,3.41666667,1.5666989,2.42930343,12,12,Ecosystem,Dead_Vegetation,Invasive,Introduced,experiment_7800,74,Dead Vegetation NA Dead Vegetation Cover (%),-0.432967932043399,0.186803651889807
Sharp et al 2024 Journal of Ecology 35,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,1530,cumulative,data,TRUE,Aboveground,Dead,ABUNDANCE,"",Dead Vegetation,"",Dead Vegetation Cover (%),%,"","",Raccoon Keys,3,2.66666667,2.55555556,3.082207,2.60341656,9,9,Ecosystem,Dead_Vegetation,Invasive,Introduced,experiment_7800,74,Dead Vegetation NA Dead Vegetation Cover (%),0.0370875083179159,0.250044186012222
Sharp et al 2024 Journal of Ecology 36,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,390,cumulative,data,TRUE,"",Living,ABUNDANCE,"",Algae abundance,"",Diatom Abundance,µg chl-a/cm²,"","",Dune Marsh,1,0.08277778,0.05472222,0.03521459,0.01660342,12,12,Microbes,Microbe_Abundance,Invasive,Introduced,experiment_7801,74,Algae abundance NA Diatom Abundance,0.983901306914904,0.212726131017936
Sharp et al 2024 Journal of Ecology 37,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,"",Living,ABUNDANCE,"",Algae abundance,"",Diatom Abundance,µg chl-a/cm²,"","",Dune Marsh,2,0.15722222,0.15444444,0.05748664,0.06569494,12,12,Microbes,Microbe_Abundance,Invasive,Introduced,experiment_7801,74,Algae abundance NA Diatom Abundance,0.0434460287235003,0.181861836071351
Sharp et al 2024 Journal of Ecology 38,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,1530,cumulative,data,TRUE,"",Living,ABUNDANCE,"",Algae abundance,"",Diatom Abundance,µg chl-a/cm²,"","",Dune Marsh,3,0.72416667,0.57055556,0.22682314,0.27337706,12,12,Microbes,Microbe_Abundance,Invasive,Introduced,experiment_7801,74,Algae abundance NA Diatom Abundance,0.590426697698359,0.190010811921946
Sharp et al 2024 Journal of Ecology 39,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,390,cumulative,data,TRUE,"",Living,ABUNDANCE,"",Algae abundance,"",Diatom Abundance,µg chl-a/cm²,"","",Raccoon Keys,1,0.08944444,0.05888889,0.03350963,0.01955739,12,12,Microbes,Microbe_Abundance,Invasive,Introduced,experiment_7802,74,Algae abundance NA Diatom Abundance,1.07525416575243,0.214451199072915
Sharp et al 2024 Journal of Ecology 4,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,Aboveground,Living,ECOSYSTEM_PROCESS,"",Decomposition rate,"",Aboveground Decomposition Rate (% dry mass lost),%,"","",Raccoon Keys,2,23.7186429,23.8262042,8.18739146,6.45927575,12,12,Soil,Soil_Decomposition_Rate,Invasive,Introduced,experiment_7788,74,Decomposition rate NA Aboveground Decomposition Rate (% dry mass lost),-0.0140823542491816,0.181822933053078
