data_point_ID,EXCLUSION,Citation,Title,Lit_Source,Continent,island,experimental_mechanism,Latitude,Longitude,Site,Herbivores_Manipulated,Herbivore_nativeness,treatment_duration_days,impact_mechanism,Fig_Num,High_value_equals_high_response,Response_Dimension,Response_Living,Response_Highest_Level,Strata_or_soil_depth,Species_Class,Species,Response,Units,age_class,woody_height_class,Plot_Covariate,time_series_clean,Mean_High_Megafauna,Mean_Low_Megafauna,SD_High_Megafauna,SD_Low_Megafauna,N_High_Megafauna,N_Low_Megafauna,analysis_group_category,analysis_group,Invasive,Africa_Comparison,experiment_id,site_id,species_response_tag,yi,vi
Scogings et al. 2013 Journal of Arid Environments_16,,Scogings et al. 2013 Journal of Arid Environments,"Does large herbivore removal affect secondary metabolites, nutrients and shoot length in woody species in semi-arid savannas?",Web_of_Science_Jan2023_Jonas,Africa,no,inside vs outside exclosure,-24.96523,31.76675,Kruger National Park,Loxodonta africana,Native,2190,cumulative,Fig. 1,,Aboveground,Living,PLANT_NUTRIENTS,>2 m,woody species,Grewia flavescens,P (mg/g),mg/g,"","",Partial exclusion,1,2.4,2.8,0.367423461417477,0.661362230551458,54,54,Plant_Nutrients,Plant_P,Native,,experiment_5439,76,woody species Grewia flavescens P (mg/g),-0.742391301496404,0.0410611837732211
Scogings et al. 2013 Journal of Arid Environments_2,,Scogings et al. 2013 Journal of Arid Environments,"Does large herbivore removal affect secondary metabolites, nutrients and shoot length in woody species in semi-arid savannas?",Web_of_Science_Jan2023_Jonas,Africa,no,inside vs outside exclosure,-24.96523,31.76675,Kruger National Park,Loxodonta africana,Native,2190,cumulative,Fig. 1,,Aboveground,Living,PLANT_NUTRIENTS,>2 m,woody species,Vachellia grandicornuta,N (mg/g),mg/g,"","",Partial exclusion,1,26.6,25.05,6.09922945953011,7.20149984378254,54,54,Plant_Nutrients,Plant_N,Native,,experiment_5440,76,woody species Vachellia grandicornuta N (mg/g),0.230625690956177,0.0379935354422238
Scogings et al. 2013 Journal of Arid Environments_3,,Scogings et al. 2013 Journal of Arid Environments,"Does large herbivore removal affect secondary metabolites, nutrients and shoot length in woody species in semi-arid savannas?",Web_of_Science_Jan2023_Jonas,Africa,no,inside vs outside exclosure,-24.96523,31.76675,Kruger National Park,Loxodonta africana; Aepyceros melampus; Hippopotamus amphibius; Diceros bicornis; Ceratotherium simum; Tragelaphus strepsiceros; Giraffa camelopardalis; Raphicerus campestris; Lepus saxatilis; Connochaetes taurinus; Syncerus caffer; Equus quagga,Native,2190,cumulative,Fig. 1,,Aboveground,Living,PLANT_NUTRIENTS,>2 m,woody species,Combretum apiculatum,N (mg/g),mg/g,"","",Total exclusion,1,22.5,21.7,5.14392845984467,5.14392845984467,54,54,Plant_Nutrients,Plant_N,Native,Intact_Africa,experiment_5441,76,woody species Combretum apiculatum N (mg/g),0.154419721592566,0.0378483275963053
Scogings et al. 2013 Journal of Arid Environments_4,,Scogings et al. 2013 Journal of Arid Environments,"Does large herbivore removal affect secondary metabolites, nutrients and shoot length in woody species in semi-arid savannas?",Web_of_Science_Jan2023_Jonas,Africa,no,inside vs outside exclosure,-24.96523,31.76675,Kruger National Park,Loxodonta africana,Native,2190,cumulative,Fig. 1,,Aboveground,Living,PLANT_NUTRIENTS,>2 m,woody species,Combretum apiculatum,N (mg/g),mg/g,"","",Partial exclusion,1,22.5,22.4,5.14392845984467,7.34846922834954,54,54,Plant_Nutrients,Plant_N,Native,,experiment_5442,76,woody species Combretum apiculatum N (mg/g),0.0156542650128122,0.0377371404057179
Scogings et al. 2013 Journal of Arid Environments_5,,Scogings et al. 2013 Journal of Arid Environments,"Does large herbivore removal affect secondary metabolites, nutrients and shoot length in woody species in semi-arid savannas?",Web_of_Science_Jan2023_Jonas,Africa,no,inside vs outside exclosure,-24.96523,31.76675,Kruger National Park,Loxodonta africana; Aepyceros melampus; Hippopotamus amphibius; Diceros bicornis; Ceratotherium simum; Tragelaphus strepsiceros; Giraffa camelopardalis; Raphicerus campestris; Lepus saxatilis; Connochaetes taurinus; Syncerus caffer; Equus quagga,Native,2190,cumulative,Fig. 1,,Aboveground,Living,PLANT_NUTRIENTS,>2 m,woody species,Dichrostachys cinerea,N (mg/g),mg/g,"","",Total exclusion,1,30.4,29.1,5.87877538267963,6.61362230551458,54,54,Plant_Nutrients,Plant_N,Native,Intact_Africa,experiment_5443,76,woody species Dichrostachys cinerea N (mg/g),0.206293320894993,0.0379393485959026
Scogings et al. 2013 Journal of Arid Environments_6,,Scogings et al. 2013 Journal of Arid Environments,"Does large herbivore removal affect secondary metabolites, nutrients and shoot length in woody species in semi-arid savannas?",Web_of_Science_Jan2023_Jonas,Africa,no,inside vs outside exclosure,-24.96523,31.76675,Kruger National Park,Loxodonta africana,Native,2190,cumulative,Fig. 1,,Aboveground,Living,PLANT_NUTRIENTS,>2 m,woody species,Dichrostachys cinerea,N (mg/g),mg/g,"","",Partial exclusion,1,30.4,31.1,5.87877538267963,5.87877538267963,54,54,Plant_Nutrients,Plant_N,Native,,experiment_5444,76,woody species Dichrostachys cinerea N (mg/g),-0.118227599344309,0.0378017819115411
Scogings et al. 2013 Journal of Arid Environments_7,,Scogings et al. 2013 Journal of Arid Environments,"Does large herbivore removal affect secondary metabolites, nutrients and shoot length in woody species in semi-arid savannas?",Web_of_Science_Jan2023_Jonas,Africa,no,inside vs outside exclosure,-24.96523,31.76675,Kruger National Park,Loxodonta africana; Aepyceros melampus; Hippopotamus amphibius; Diceros bicornis; Ceratotherium simum; Tragelaphus strepsiceros; Giraffa camelopardalis; Raphicerus campestris; Lepus saxatilis; Connochaetes taurinus; Syncerus caffer; Equus quagga,Native,2190,cumulative,Fig. 1,,Aboveground,Living,PLANT_NUTRIENTS,>2 m,woody species,Grewia flavescens,N (mg/g),mg/g,"","",Total exclusion,1,35.8,33.4,10.2878569196893,11.7575507653593,54,54,Plant_Nutrients,Plant_N,Native,Intact_Africa,experiment_5445,76,woody species Grewia flavescens N (mg/g),0.215708788799577,0.0379591989734353
Scogings et al. 2013 Journal of Arid Environments_8,,Scogings et al. 2013 Journal of Arid Environments,"Does large herbivore removal affect secondary metabolites, nutrients and shoot length in woody species in semi-arid savannas?",Web_of_Science_Jan2023_Jonas,Africa,no,inside vs outside exclosure,-24.96523,31.76675,Kruger National Park,Loxodonta africana,Native,2190,cumulative,Fig. 1,,Aboveground,Living,PLANT_NUTRIENTS,>2 m,woody species,Grewia flavescens,N (mg/g),mg/g,"","",Partial exclusion,1,35.8,32,10.2878569196893,13.2272446110292,54,54,Plant_Nutrients,Plant_N,Native,,experiment_5446,76,woody species Grewia flavescens N (mg/g),0.318425427668595,0.0382431058257563
Scogings et al. 2013 Journal of Arid Environments_9,,Scogings et al. 2013 Journal of Arid Environments,"Does large herbivore removal affect secondary metabolites, nutrients and shoot length in woody species in semi-arid savannas?",Web_of_Science_Jan2023_Jonas,Africa,no,inside vs outside exclosure,-24.96523,31.76675,Kruger National Park,Loxodonta africana; Aepyceros melampus; Hippopotamus amphibius; Diceros bicornis; Ceratotherium simum; Tragelaphus strepsiceros; Giraffa camelopardalis; Raphicerus campestris; Lepus saxatilis; Connochaetes taurinus; Syncerus caffer; Equus quagga,Native,2190,cumulative,Fig. 1,,Aboveground,Living,PLANT_NUTRIENTS,>2 m,woody species,Vachellia grandicornuta,P (mg/g),mg/g,"","",Total exclusion,1,2.5,2.5,0.514392845984467,0.440908153700972,54,54,Plant_Nutrients,Plant_P,Native,Intact_Africa,experiment_5447,76,woody species Vachellia grandicornuta P (mg/g),0,0.0377358490566038
Seki & Koganezawa 2013 Journal of Forestry Research_1,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Carabidae,total,Biomass,g,"","",Canopy: Q. crispula,1,1.018,1.064,0.257,0.503,6,6,Invertebrates,Invertebrate_Abundance,Native,,experiment_5448,61,Carabidae total Biomass,-0.106272279722553,0.400758585546095
Seki & Koganezawa 2013 Journal of Forestry Research_1,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Carabidae,total,Biomass,g,"","",Canopy: Q. crispula,1,1.018,1.064,0.257,0.503,6,6,Invertebrates,Invert_Predator_Abundance,Native,,experiment_5448,61,Carabidae total Biomass,-0.106272279722553,0.400758585546095
Seki & Koganezawa 2013 Journal of Forestry Research_2,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Carabidae,total,Biomass,g,"","",Canopy: Lalix kaempfer,1,1.251,0.596,0.41,0.211,6,6,Invertebrates,Invertebrate_Abundance,Native,,experiment_5450,61,Carabidae total Biomass,1.85368188744082,0.629845497772222
Seki & Koganezawa 2013 Journal of Forestry Research_2,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Carabidae,total,Biomass,g,"","",Canopy: Lalix kaempfer,1,1.251,0.596,0.41,0.211,6,6,Invertebrates,Invert_Predator_Abundance,Native,,experiment_5450,61,Carabidae total Biomass,1.85368188744082,0.629845497772222
Seki & Koganezawa 2013 Journal of Forestry Research_3,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Scarabidae,total,Biomass,g,"","",Canopy: Q. crispula,1,0.127,0,0.083,0.000901,6,6,Invertebrates,Invertebrate_Abundance,Native,,experiment_5451,61,Scarabidae total Biomass,1.97666112294812,0.790626856420585
Seki & Koganezawa 2013 Journal of Forestry Research_3,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Scarabidae,total,Biomass,g,"","",Canopy: Q. crispula,1,0.127,0,0.083,0.000901,6,6,Invertebrates,Invert_Detritivore_Abundance,Native,,experiment_5451,61,Scarabidae total Biomass,1.97666112294812,0.790626856420585
Seki & Koganezawa 2013 Journal of Forestry Research_5,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Silphidae,total,Biomass,g,"","",Canopy: Q. crispula,1,0.013,0.001,0.014,0.001,6,6,Invertebrates,Invertebrate_Abundance,Native,,experiment_5453,61,Silphidae total Biomass,1.11569405151675,0.52322000737389
Seki & Koganezawa 2013 Journal of Forestry Research_5,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Silphidae,total,Biomass,g,"","",Canopy: Q. crispula,1,0.013,0.001,0.014,0.001,6,6,Invertebrates,Invert_Detritivore_Abundance,Native,,experiment_5453,61,Silphidae total Biomass,1.11569405151675,0.52322000737389
Seki & Koganezawa 2013 Journal of Forestry Research_6,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Silphidae,total,Biomass,g,"","",Canopy: Lalix kaempfer,1,0.072,0.009,0.073,0.006,6,6,Invertebrates,Invertebrate_Abundance,Native,,experiment_5454,61,Silphidae total Biomass,1.12241295551308,0.524301723105601
Seki & Koganezawa 2013 Journal of Forestry Research_6,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Silphidae,total,Biomass,g,"","",Canopy: Lalix kaempfer,1,0.072,0.009,0.073,0.006,6,6,Invertebrates,Invert_Detritivore_Abundance,Native,,experiment_5454,61,Silphidae total Biomass,1.12241295551308,0.524301723105601
Seki & Koganezawa 2013 Journal of Forestry Research_7,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Rhaphidophoridae,total,Biomass,g,"","",Canopy: Lalix kaempfer,1,0.098,0,0.041,0,6,6,Invertebrates,Invertebrate_Abundance,Native,,experiment_5455,61,Rhaphidophoridae total Biomass,2.76197276415443,0.9187375613953
Seki & Koganezawa 2013 Journal of Forestry Research_7,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Rhaphidophoridae,total,Biomass,g,"","",Canopy: Lalix kaempfer,1,0.098,0,0.041,0,6,6,Invertebrates,Invert_Detritivore_Abundance,Native,,experiment_5455,61,Rhaphidophoridae total Biomass,2.76197276415443,0.9187375613953
Seki & Koganezawa 2013 Journal of Forestry Research_8,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Annelida,total,Biomass,g,"","",Canopy: Q. crispula,1,1.939,0.333,0.596,0.192,6,6,Invertebrates,Invertebrate_Abundance,Native,,experiment_5456,61,Annelida total Biomass,3.34699590345601,1.32939088634895
Seki & Koganezawa 2013 Journal of Forestry Research_8,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Annelida,total,Biomass,g,"","",Canopy: Q. crispula,1,1.939,0.333,0.596,0.192,6,6,Invertebrates,Invert_Detritivore_Abundance,Native,,experiment_5456,61,Annelida total Biomass,3.34699590345601,1.32939088634895
Seki & Koganezawa 2013 Journal of Forestry Research_9,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Annelida,total,Biomass,g,"","",Canopy: Lalix kaempfer,1,1.434,0.121,0.606,0.142,6,6,Invertebrates,Invertebrate_Abundance,Native,,experiment_5457,61,Annelida total Biomass,2.7528459099091,1.08303415867448
Seki & Koganezawa 2013 Journal of Forestry Research_9,,Seki & Koganezawa 2013 Journal of Forestry Research,Does sika deer overabundance exert cascading effects on the raccoon dog population?,Daskin and Pringle,Asia,no,inside vs outside exclosure,36.893485,139.633344,"Nikko National Park, Tochigi Prefecture",Cervus nippon,Native,Inf,cumulative,"",,Aboveground,Living,BIOMASS,"",Annelida,total,Biomass,g,"","",Canopy: Lalix kaempfer,1,1.434,0.121,0.606,0.142,6,6,Invertebrates,Invert_Detritivore_Abundance,Native,,experiment_5457,61,Annelida total Biomass,2.7528459099091,1.08303415867448
Seki et al 2021 European Journal of Wildlife Research 1,,Seki et al 2021 European Journal of Wildlife Research,Effects of sika deer density on the diet and population of red foxes,Web of Science October 2025,Asia,yes,inside vs outside exclosure,36.89825522,139.6180404,"Nikko National Park, central Honshu, Japan",Cervus nippon,Native,Inf,cumulative,main_text,TRUE,Aboveground,Living,ABUNDANCE,"",Mesopredator Abundance,Vulpes vulpes,Spotlight Count,count,"","",,2,0.203,0.084,0.230252035821619,0.181262240965955,24,24,Vertebrates,Vertebrate_Abundance,Native,,experiment_7786,61,Mesopredator Abundance Vulpes vulpes Spotlight Count,0.564873189858571,0.0906159590996251
Seki et al 2021 European Journal of Wildlife Research 1,,Seki et al 2021 European Journal of Wildlife Research,Effects of sika deer density on the diet and population of red foxes,Web of Science October 2025,Asia,yes,inside vs outside exclosure,36.89825522,139.6180404,"Nikko National Park, central Honshu, Japan",Cervus nippon,Native,Inf,cumulative,main_text,TRUE,Aboveground,Living,ABUNDANCE,"",Mesopredator Abundance,Vulpes vulpes,Spotlight Count,count,"","",,2,0.203,0.084,0.230252035821619,0.181262240965955,24,24,Vertebrates,Mammal_Abundance,Native,,experiment_7786,61,Mesopredator Abundance Vulpes vulpes Spotlight Count,0.564873189858571,0.0906159590996251
Seki et al 2021 European Journal of Wildlife Research 1,,Seki et al 2021 European Journal of Wildlife Research,Effects of sika deer density on the diet and population of red foxes,Web of Science October 2025,Asia,yes,inside vs outside exclosure,36.89825522,139.6180404,"Nikko National Park, central Honshu, Japan",Cervus nippon,Native,Inf,cumulative,main_text,TRUE,Aboveground,Living,ABUNDANCE,"",Mesopredator Abundance,Vulpes vulpes,Spotlight Count,count,"","",,2,0.203,0.084,0.230252035821619,0.181262240965955,24,24,Vertebrates,Mesocarnivore_Abundance,Native,,experiment_7786,61,Mesopredator Abundance Vulpes vulpes Spotlight Count,0.564873189858571,0.0906159590996251
Sharp et al 2024 Journal of Ecology 1,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,390,cumulative,data,TRUE,Aboveground,Living,ECOSYSTEM_PROCESS,"",Decomposition rate,"",Aboveground Decomposition Rate (% dry mass lost),%,"","",Dune Marsh,1,28.829571,27.8994213,8.1989491,11.1759669,12,12,Soil,Soil_Decomposition_Rate,Invasive,Introduced,experiment_7787,74,Decomposition rate NA Aboveground Decomposition Rate (% dry mass lost),0.0916233123618728,0.182026169701941
Sharp et al 2024 Journal of Ecology 10,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,1530,cumulative,data,TRUE,Marine,Living,ABUNDANCE,"",Crab,Fiddler crab,Adult fiddler crab abundance,Count,"","",Raccoon Keys,3,0.66666667,1.33333333,0.8660254,0.70710678,9,9,Invertebrates,Invertebrate_Abundance,Invasive,Introduced,experiment_7790,74,Crab Fiddler crab Adult fiddler crab abundance,-0.803010935577385,0.270956863265519
Sharp et al 2024 Journal of Ecology 100,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,390,cumulative,data,TRUE,Belowground,Abiotic,SOIL_CONDITIONS,"",pH,"",pH,pH,"","",Raccoon Keys,1,7.075,7.03333333,0.32787193,0.51932357,12,12,Soil,Soil_pH,Invasive,Introduced,experiment_7827,74,pH NA pH,0.0926295970345656,0.182049244850847
Sharp et al 2024 Journal of Ecology 101,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,Belowground,Abiotic,SOIL_CONDITIONS,"",pH,"",pH,pH,"","",Raccoon Keys,2,6.777,6.93083333,0.7531518,0.5448374,12,12,Soil,Soil_pH,Invasive,Introduced,experiment_7827,74,pH NA pH,-0.225952516267467,0.18309213076845
Sharp et al 2024 Journal of Ecology 102,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,1530,cumulative,data,TRUE,Belowground,Abiotic,SOIL_CONDITIONS,"",pH,"",pH,pH,"","",Raccoon Keys,3,6.25,6.38888889,0.6846532,0.35600016,9,9,Soil,Soil_pH,Invasive,Introduced,experiment_7827,74,pH NA pH,-0.242381469551361,0.252441509299647
Sharp et al 2024 Journal of Ecology 11,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,390,cumulative,data,TRUE,Marine,Living,ABUNDANCE,"",Periwinkle,Littoraria irrorata,Adult periwinkle abundance,Count,"","",Dune Marsh,1,10,19.4166667,12.8840987,14.1000215,12,12,Invertebrates,Invertebrate_Abundance,Invasive,Introduced,experiment_7791,74,Periwinkle Littoraria irrorata Adult periwinkle abundance,-0.673144888444395,0.192199757975831
Sharp et al 2024 Journal of Ecology 12,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,Marine,Living,ABUNDANCE,"",Periwinkle,Littoraria irrorata,Adult periwinkle abundance,Count,"","",Dune Marsh,2,7.58333333,9.58333333,8.33893751,11.3574832,12,12,Invertebrates,Invertebrate_Abundance,Invasive,Introduced,experiment_7791,74,Periwinkle Littoraria irrorata Adult periwinkle abundance,-0.19380352570606,0.182748371188311
Sharp et al 2024 Journal of Ecology 13,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,1530,cumulative,data,TRUE,Marine,Living,ABUNDANCE,"",Periwinkle,Littoraria irrorata,Adult periwinkle abundance,Count,"","",Dune Marsh,3,5.58333333,14.25,6.31676461,11.5768185,12,12,Invertebrates,Invertebrate_Abundance,Invasive,Introduced,experiment_7791,74,Periwinkle Littoraria irrorata Adult periwinkle abundance,-0.897257537155721,0.205473666846177
Sharp et al 2024 Journal of Ecology 14,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,390,cumulative,data,TRUE,Marine,Living,ABUNDANCE,"",Periwinkle,Littoraria irrorata,Adult periwinkle abundance,Count,"","",Raccoon Keys,1,9.75,6.33333333,16.0687444,7.2278921,12,12,Invertebrates,Invertebrate_Abundance,Invasive,Introduced,experiment_7792,74,Periwinkle Littoraria irrorata Adult periwinkle abundance,0.264760979353235,0.18411254810504
Sharp et al 2024 Journal of Ecology 15,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,Marine,Living,ABUNDANCE,"",Periwinkle,Littoraria irrorata,Adult periwinkle abundance,Count,"","",Raccoon Keys,2,7.33333333,4.75,6.98483205,3.84057287,12,12,Invertebrates,Invertebrate_Abundance,Invasive,Introduced,experiment_7792,74,Periwinkle Littoraria irrorata Adult periwinkle abundance,0.442495820031513,0.187545340718367
Sharp et al 2024 Journal of Ecology 16,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,1530,cumulative,data,TRUE,Marine,Living,ABUNDANCE,"",Periwinkle,Littoraria irrorata,Adult periwinkle abundance,Count,"","",Raccoon Keys,3,0.77777778,1.44444444,0.97182532,0.8819171,9,9,Invertebrates,Invertebrate_Abundance,Invasive,Introduced,experiment_7792,74,Periwinkle Littoraria irrorata Adult periwinkle abundance,-0.684119343257185,0.264762574735846
Sharp et al 2024 Journal of Ecology 17,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,390,cumulative,data,TRUE,Belowground,Living,ECOSYSTEM_PROCESS,"",Decomposition rate,"",Belowground Decomposition Rate (% dry mass lost),%,"","",Dune Marsh,1,57.8404657,53.8605929,11.2673097,5.03854674,10,12,Soil,Soil_Decomposition_Rate,Invasive,Introduced,experiment_7793,74,Decomposition rate NA Belowground Decomposition Rate (% dry mass lost),0.438660324345894,0.223155954874934
Sharp et al 2024 Journal of Ecology 18,,Sharp et al 2024 Journal of Ecology,Large grazers suppress a foundational plant and reduce soil carbon concentration in eastern US saltmarshes,Web of Science October 2025,North America,yes,inside vs outside exclosure,30.8482797,-81.44534593,"Cumberland Island, Georgia, USA",Equus caballus,Introduced,540,cumulative,data,TRUE,Belowground,Living,ECOSYSTEM_PROCESS,"",Decomposition rate,"",Belowground Decomposition Rate (% dry mass lost),%,"","",Dune Marsh,2,57.8404657,53.8605929,11.2673097,5.03854674,10,12,Soil,Soil_Decomposition_Rate,Invasive,Introduced,experiment_7793,74,Decomposition rate NA Belowground Decomposition Rate (% dry mass lost),0.438660324345894,0.223155954874934
