term,type,estimate,std.error,statistic,p.value,ci.lb,ci.ub,intercept_df,contrast_df,model_id_nativeness,model_path_nativeness,preferred_model,nativeness_var,contrast,analysis_group,analysis_group_category,min_refs,max_refs
"Africa_ComparisonIntroduced","summary",0.376997838879494,0.338692655477126,1.11309717758245,0.308262343646869,-0.451753233703245,1.20574891146223,6,6,"model_633","outputs/revision/models/model_633.Rds","yes","Africa_Comparison","Introduced-Intact_Africa","Invert_Herbivore_Abundance","Invertebrates",3,5
"Africa_ComparisonIntroduced","summary",0.376997838871132,0.338692655485672,1.11309717752968,0.30826234366781,-0.451753233732519,1.20574891147478,6,6,"model_634","outputs/revision/models/model_634.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invert_Herbivore_Abundance","Invertebrates",3,5
"Africa_ComparisonIntroduced","summary",0.376997838822558,0.338692655556019,1.11309717715507,0.308262343816459,-0.451753233953227,1.20574891159834,6,6,"model_635","outputs/revision/models/model_635.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invert_Herbivore_Abundance","Invertebrates",3,5
"Africa_ComparisonIntroduced","summary",0.376997838674125,0.338692655664985,1.1130971763587,0.308262344132465,-0.45175323436829,1.20574891171654,6,6,"model_636","outputs/revision/models/model_636.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invert_Herbivore_Abundance","Invertebrates",3,5
"Africa_ComparisonIntroduced","summary",0.376997838831015,0.33869265530766,1.11309717799625,0.308262343482667,-0.451753233337057,1.20574891099909,6,6,"model_637","outputs/revision/models/model_637.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invert_Herbivore_Abundance","Invertebrates",3,5
"Africa_ComparisonIntroduced","summary",0.376997834700042,0.338692625074347,1.11309726515978,0.308262308895273,-0.451753163489779,1.20574883288986,6,6,"model_638","outputs/revision/models/model_638.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invert_Herbivore_Abundance","Invertebrates",3,5
"Africa_ComparisonIntroduced","summary",0.376997838868292,0.338692655333268,1.11309717802216,0.308262343472388,-0.45175323336244,1.20574891109902,6,6,"model_639","outputs/revision/models/model_639.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invert_Herbivore_Abundance","Invertebrates",3,5
"Africa_ComparisonIntroduced","summary",0.376997838724784,0.338692655260912,1.11309717783624,0.308262343546162,-0.451753233328899,1.20574891077847,6,6,"model_640","outputs/revision/models/model_640.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invert_Herbivore_Abundance","Invertebrates",3,5
"Herbivore_nativenessNative","summary",0.325752768812503,0.318276105727905,-1.02349112280201,0.316720774840405,0.984157057141072,-0.332651519516065,23,23,"model_641","outputs/revision/models/model_641.Rds","yes","Herbivore_nativeness","Introduced-Native","Invert_Herbivore_Abundance","Invertebrates",5,20
"Herbivore_nativenessNative","summary",0.32204234990045,0.316730838743822,-1.01676979474968,0.319840039394247,0.977250009922267,-0.333165310121367,23,23,"model_642","outputs/revision/models/model_642.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Herbivore_Abundance","Invertebrates",5,20
"Herbivore_nativenessNative","summary",0.308807524298827,0.318359223674006,-0.969997101811756,0.342138764204377,0.96738375519916,-0.349768706601507,23,23,"model_643","outputs/revision/models/model_643.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Herbivore_Abundance","Invertebrates",5,20
"Herbivore_nativenessNative","summary",0.310087969470413,0.320448904868819,-0.967667433899806,0.34327653871474,0.972987035277744,-0.352811096336919,23,23,"model_644","outputs/revision/models/model_644.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Herbivore_Abundance","Invertebrates",5,20
"Herbivore_nativenessNative","summary",0.325752766564991,0.318276101684329,-1.02349112874355,0.316720772092461,0.984157046528786,-0.332651513398803,17,23,"model_645","outputs/revision/models/model_645.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Herbivore_Abundance","Invertebrates",5,20
"Herbivore_nativenessNative","summary",0.322042567671455,0.316729751401065,-1.01677397291188,0.319838093740599,0.977247978353402,-0.333162843010493,17,23,"model_646","outputs/revision/models/model_646.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Herbivore_Abundance","Invertebrates",5,20
"Herbivore_nativenessNative","summary",0.3088075249573,0.318359184694971,-0.969997222643905,0.342138705258557,0.967383675223356,-0.349768625308756,17,23,"model_647","outputs/revision/models/model_647.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Herbivore_Abundance","Invertebrates",5,20
"Herbivore_nativenessNative","summary",0.310087971059366,0.320448906923656,-0.967667432653284,0.343276539324211,0.972987041117453,-0.352811098998721,17,23,"model_648","outputs/revision/models/model_648.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Herbivore_Abundance","Invertebrates",5,20
"Africa_ComparisonIntroduced","summary",0.162963117567531,0.139419852542825,1.16886594409124,0.280717288681697,-0.166712446908724,0.492638682043785,7,7,"model_649","outputs/revision/models/model_649.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invert_Predator_Abundance","Invertebrates",3,6
"Africa_ComparisonIntroduced","summary",0.153691213803099,0.145254697299999,1.05808085149684,0.325159092786038,-0.189781566090247,0.497163993696444,7,7,"model_650","outputs/revision/models/model_650.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invert_Predator_Abundance","Invertebrates",3,6
"Africa_ComparisonIntroduced","summary",0.131814810171226,0.179690213303501,0.733566997043896,0.48704847827446,-0.293085025980113,0.556714646322566,7,7,"model_652","outputs/revision/models/model_652.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invert_Predator_Abundance","Invertebrates",3,6
"Africa_ComparisonIntroduced","summary",0.162963117561107,0.139419852556169,1.16886594393329,0.280717288741299,-0.166712446946701,0.492638682068916,7,7,"model_653","outputs/revision/models/model_653.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invert_Predator_Abundance","Invertebrates",3,6
"Africa_ComparisonIntroduced","summary",0.153691949492017,0.145254221057446,1.05808938544535,0.325155462869195,-0.18977970426664,0.497163603250674,7,7,"model_654","outputs/revision/models/model_654.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invert_Predator_Abundance","Invertebrates",3,6
"Africa_ComparisonIntroduced","summary",0.13181360968231,0.179691465839352,0.733555202895138,0.487055231162123,-0.293089188245677,0.556716407610298,7,7,"model_655","outputs/revision/models/model_655.Rds","yes","Africa_Comparison","Introduced-Intact_Africa","Invert_Predator_Abundance","Invertebrates",3,6
"Africa_ComparisonIntroduced","summary",0.13181306281189,0.17969203628063,0.733549830811836,0.487058307036288,-0.293091083995377,0.556717209619157,7,7,"model_656","outputs/revision/models/model_656.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invert_Predator_Abundance","Invertebrates",3,6
"Herbivore_nativenessNative","summary",0.201529222596295,0.169237317876935,-1.19080841698781,0.246419153701668,0.552505938225584,-0.149447493032993,22,22,"model_657","outputs/revision/models/model_657.Rds","yes","Herbivore_nativeness","Introduced-Native","Invert_Predator_Abundance","Invertebrates",6,18
"Herbivore_nativenessNative","summary",0.200725951492498,0.170580867162294,-1.17672019630152,0.251882590767349,0.554489017800093,-0.153037114815098,22,22,"model_658","outputs/revision/models/model_658.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Predator_Abundance","Invertebrates",6,18
"Herbivore_nativenessNative","summary",0.201529258946738,0.169237289773846,-1.19080882952004,0.24641899503079,0.552505916293787,-0.149447398400311,22,22,"model_659","outputs/revision/models/model_659.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Predator_Abundance","Invertebrates",6,18
"Herbivore_nativenessNative","summary",0.200509842209836,0.180654870911567,-1.10990554086963,0.279024641298683,0.575165113579014,-0.174145429159342,16,22,"model_661","outputs/revision/models/model_661.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Predator_Abundance","Invertebrates",6,18
"Herbivore_nativenessNative","summary",0.200509956884504,0.180654699039495,-1.10990723158919,0.279023928500985,0.575164871812819,-0.174144958043811,16,22,"model_663","outputs/revision/models/model_663.Rds","no","Herbivore_nativeness","Introduced-Native","Invert_Predator_Abundance","Invertebrates",6,18
"Africa_ComparisonIntroduced","summary",0.201903252183793,0.182991901863526,1.10334528537974,0.282976611962607,-0.179811166249185,0.583617670616771,20,20,"model_665","outputs/revision/models/model_665.Rds","yes","Africa_Comparison","Introduced-Intact_Africa","Invertebrate_Abundance","Invertebrates",9,13
"Africa_ComparisonIntroduced","summary",0.206455142072392,0.185584546561384,1.11245869280449,0.279134381849626,-0.180667438432065,0.593577722576848,20,20,"model_666","outputs/revision/models/model_666.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invertebrate_Abundance","Invertebrates",9,13
"Africa_ComparisonIntroduced","summary",0.205231964007499,0.185461026167712,1.10660427286706,0.281598207808115,-0.181632957470766,0.592096885485764,20,20,"model_667","outputs/revision/models/model_667.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invertebrate_Abundance","Invertebrates",9,13
"Africa_ComparisonIntroduced","summary",0.208283713462721,0.186785600617617,1.1150951292499,0.278030007206142,-0.181344221901228,0.59791164882667,20,20,"model_668","outputs/revision/models/model_668.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invertebrate_Abundance","Invertebrates",9,13
"Africa_ComparisonIntroduced","summary",0.243448256769287,0.242483438966065,1.00397890184722,0.336963098734386,-0.29025419396301,0.777150707501584,11,11,"model_669","outputs/revision/models/model_669.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invertebrate_Abundance","Invertebrates",9,13
"Africa_ComparisonIntroduced","summary",0.249188674858786,0.244031948739932,1.0211313565518,0.329125228719225,-0.287922022906049,0.786299372623621,11,11,"model_670","outputs/revision/models/model_670.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invertebrate_Abundance","Invertebrates",9,13
"Africa_ComparisonIntroduced","summary",0.24475365275568,0.246415010896886,0.993257885811589,0.341931169753733,-0.297602129452185,0.787109434963545,11,11,"model_671","outputs/revision/models/model_671.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invertebrate_Abundance","Invertebrates",9,13
"Africa_ComparisonIntroduced","summary",0.249815820957217,0.245787112898618,1.01639104675216,0.331277749106875,-0.291157967074409,0.790789608988843,11,11,"model_672","outputs/revision/models/model_672.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invertebrate_Abundance","Invertebrates",9,13
"Herbivore_nativenessNative","summary",0.216168130766604,0.197583317032626,-1.09406064243222,0.278612093790487,0.61197507681139,-0.179638815278182,56,56,"model_673","outputs/revision/models/model_673.Rds","no","Herbivore_nativeness","Introduced-Native","Invertebrate_Abundance","Invertebrates",13,45
"Herbivore_nativenessNative","summary",0.217287073852805,0.199992344198316,-1.08647695852467,0.281922659406923,0.617919881208711,-0.1833457335031,56,56,"model_674","outputs/revision/models/model_674.Rds","no","Herbivore_nativeness","Introduced-Native","Invertebrate_Abundance","Invertebrates",13,45
"Herbivore_nativenessNative","summary",0.218390172552375,0.199408522031553,-1.09518976585072,0.278121521193527,0.617853443571255,-0.181073098466506,56,56,"model_675","outputs/revision/models/model_675.Rds","yes","Herbivore_nativeness","Introduced-Native","Invertebrate_Abundance","Invertebrates",13,45
"Herbivore_nativenessNative","summary",0.220037744160344,0.200279526821148,-1.09865320561118,0.276620521455972,0.621245847440053,-0.181170359119365,56,56,"model_676","outputs/revision/models/model_676.Rds","no","Herbivore_nativeness","Introduced-Native","Invertebrate_Abundance","Invertebrates",13,45
"Herbivore_nativenessNative","summary",0.226272192537436,0.199068731285547,-1.13665361242931,0.260523767640523,0.625054780898028,-0.172510395823157,30,56,"model_677","outputs/revision/models/model_677.Rds","no","Herbivore_nativeness","Introduced-Native","Invertebrate_Abundance","Invertebrates",13,45
"Herbivore_nativenessNative","summary",0.228149904968257,0.201589839086501,-1.13175299907035,0.262561458793277,0.631982879132327,-0.175683069195813,30,56,"model_678","outputs/revision/models/model_678.Rds","no","Herbivore_nativeness","Introduced-Native","Invertebrate_Abundance","Invertebrates",13,45
"Herbivore_nativenessNative","summary",0.226848516566174,0.200666307048556,-1.13047636099309,0.263094140027322,0.628831433746672,-0.175134400614323,30,56,"model_679","outputs/revision/models/model_679.Rds","no","Herbivore_nativeness","Introduced-Native","Invertebrate_Abundance","Invertebrates",13,45
"Herbivore_nativenessNative","summary",0.228546288873761,0.201542337634284,-1.13398649413543,0.261631366519144,0.632284106194544,-0.175191528447022,30,56,"model_680","outputs/revision/models/model_680.Rds","no","Herbivore_nativeness","Introduced-Native","Invertebrate_Abundance","Invertebrates",13,45
"InvasiveNative","summary",0.198807715455225,0.243363966151188,-0.81691516866436,0.417776717533089,0.687381264180042,-0.289765833269592,51,51,"model_681","outputs/revision/models/model_681.Rds","no","Invasive","Invasive-Native","Invertebrate_Abundance","Invertebrates",8,45
"InvasiveNative","summary",0.199694963640631,0.24811398887891,-0.804851691526713,0.424641591745852,0.697804580902256,-0.298414653620993,51,51,"model_682","outputs/revision/models/model_682.Rds","no","Invasive","Invasive-Native","Invertebrate_Abundance","Invertebrates",8,45
"InvasiveNative","summary",0.201278042967617,0.246603171127319,-0.816202168234482,0.418180578594133,0.696354567031242,-0.293798481096008,51,51,"model_683","outputs/revision/models/model_683.Rds","yes","Invasive","Invasive-Native","Invertebrate_Abundance","Invertebrates",8,45
"InvasiveNative","summary",0.203834927492202,0.248729373600013,-0.819504847947684,0.416311850612795,0.703179981132413,-0.295510126148009,51,51,"model_684","outputs/revision/models/model_684.Rds","no","Invasive","Invasive-Native","Invertebrate_Abundance","Invertebrates",8,45
"InvasiveNative","summary",0.19880774633305,0.243363977304265,-0.816915258105315,0.421126860623397,0.698149381577957,-0.300533888911857,27,27,"model_685","outputs/revision/models/model_685.Rds","no","Invasive","Invasive-Native","Invertebrate_Abundance","Invertebrates",8,45
"InvasiveNative","summary",0.199694997524065,0.248114001514497,-0.804851787102381,0.427936059261342,0.708782877397546,-0.309392882349415,27,27,"model_686","outputs/revision/models/model_686.Rds","no","Invasive","Invasive-Native","Invertebrate_Abundance","Invertebrates",8,45
"InvasiveNative","summary",0.201278066293042,0.24660320730553,-0.81620214307946,0.421527500336502,0.707266052504443,-0.304709919918359,27,27,"model_687","outputs/revision/models/model_687.Rds","no","Invasive","Invasive-Native","Invertebrate_Abundance","Invertebrates",8,45
"InvasiveNative","summary",0.203834927679842,0.248729373682419,-0.819504848430571,0.419673972399703,0.714185446946457,-0.306515591586774,27,27,"model_688","outputs/revision/models/model_688.Rds","no","Invasive","Invasive-Native","Invertebrate_Abundance","Invertebrates",8,45
"Africa_ComparisonIntroduced","summary",0.037927740885728,0.106161917659469,0.357263147858604,0.730136055691643,-0.206882080238213,0.282737562009669,8,8,"model_689","outputs/revision/models/model_689.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invertebrate_Diversity","Invertebrates",3,7
"Africa_ComparisonIntroduced","summary",0.0437519677065344,0.105748781275976,0.41373495919876,0.689937264127373,-0.200105159208667,0.287609094621735,8,8,"model_690","outputs/revision/models/model_690.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invertebrate_Diversity","Invertebrates",3,7
"Africa_ComparisonIntroduced","summary",0.011319460955716,0.153992368005839,0.073506636090477,0.943207642355987,-0.343787576455629,0.366426498367061,8,8,"model_691","outputs/revision/models/model_691.Rds","yes","Africa_Comparison","Introduced-Intact_Africa","Invertebrate_Diversity","Invertebrates",3,7
"Africa_ComparisonIntroduced","summary",0.0379277466042043,0.106161927218379,0.357263169555931,0.733124852247779,-0.221841131246838,0.297696624455246,6,6,"model_693","outputs/revision/models/model_693.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invertebrate_Diversity","Invertebrates",3,7
"Africa_ComparisonIntroduced","summary",0.0437519426037641,0.105748706268693,0.413735015278543,0.693449901426334,-0.21500582000835,0.302509705215878,6,6,"model_694","outputs/revision/models/model_694.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invertebrate_Diversity","Invertebrates",3,7
"Africa_ComparisonIntroduced","summary",0.0105444169744908,0.154079211465934,0.0684350398354818,0.947662988959661,-0.366473831576574,0.387562665525556,6,6,"model_695","outputs/revision/models/model_695.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Invertebrate_Diversity","Invertebrates",3,7
"Herbivore_nativenessNative","summary",0.207544216809455,0.33451596045145,-0.620431433314457,0.540821114932901,0.89795122642682,-0.48286279280791,24,24,"model_697","outputs/revision/models/model_697.Rds","yes","Herbivore_nativeness","Introduced-Native","Invertebrate_Diversity","Invertebrates",7,19
"Herbivore_nativenessNative","summary",0.200251332309762,0.33230200614462,-0.602618487420782,0.552414586278627,0.88608896481775,-0.485586300198226,24,24,"model_698","outputs/revision/models/model_698.Rds","no","Herbivore_nativeness","Introduced-Native","Invertebrate_Diversity","Invertebrates",7,19
"Herbivore_nativenessNative","summary",0.206239826903053,0.335162868530541,-0.615342110560376,0.54412024317002,0.89798198917436,-0.485502335368254,24,24,"model_699","outputs/revision/models/model_699.Rds","no","Herbivore_nativeness","Introduced-Native","Invertebrate_Diversity","Invertebrates",7,19
"Herbivore_nativenessNative","summary",0.19896530177646,0.333025264277467,-0.597448071118977,0.555803872552504,0.886295665704518,-0.488365062151598,24,24,"model_700","outputs/revision/models/model_700.Rds","no","Herbivore_nativeness","Introduced-Native","Invertebrate_Diversity","Invertebrates",7,19
"Herbivore_nativenessNative","summary",0.251378159347904,0.366074242661464,-0.686686278499992,0.501031889812969,1.02047160411992,-0.517715285424113,18,18,"model_701","outputs/revision/models/model_701.Rds","no","Herbivore_nativeness","Introduced-Native","Invertebrate_Diversity","Invertebrates",7,19
"Herbivore_nativenessNative","summary",0.242679494638216,0.363309013524875,-0.667969925336301,0.512627436798107,1.00596340857086,-0.520604419294424,18,18,"model_702","outputs/revision/models/model_702.Rds","no","Herbivore_nativeness","Introduced-Native","Invertebrate_Diversity","Invertebrates",7,19
"Herbivore_nativenessNative","summary",0.251020173458609,0.367094203137276,-0.683803152742074,0.502808230678204,1.02225647567443,-0.520216128757216,18,18,"model_703","outputs/revision/models/model_703.Rds","no","Herbivore_nativeness","Introduced-Native","Invertebrate_Diversity","Invertebrates",7,19
"Herbivore_nativenessNative","summary",0.242393436668623,0.364424835476855,-0.665139729984231,0.514393990238359,1.00802160553316,-0.523234732195915,18,18,"model_704","outputs/revision/models/model_704.Rds","no","Herbivore_nativeness","Introduced-Native","Invertebrate_Diversity","Invertebrates",7,19
"InvasiveNative","summary",-0.058493968840217,0.484767686716097,0.120663918910243,0.90516124060098,0.952713706065191,-1.06970164374562,20,20,"model_705","outputs/revision/models/model_705.Rds","yes","Invasive","Invasive-Native","Invertebrate_Diversity","Invertebrates",3,19
"InvasiveNative","summary",-0.063050115386104,0.48283698129296,0.130582614482565,0.897410028977417,0.944130178579203,-1.07023040935141,20,20,"model_706","outputs/revision/models/model_706.Rds","no","Invasive","Invasive-Native","Invertebrate_Diversity","Invertebrates",3,19
"InvasiveNative","summary",-0.0582936493976692,0.485412775368125,0.120090884203574,0.905609357995014,0.954259656856116,-1.07084695565145,20,20,"model_707","outputs/revision/models/model_707.Rds","no","Invasive","Invasive-Native","Invertebrate_Diversity","Invertebrates",3,19
"InvasiveNative","summary",-0.0630189932732043,0.483320531618161,0.130387577498966,0.897562346605991,0.945169968995385,-1.07120795554179,20,20,"model_708","outputs/revision/models/model_708.Rds","no","Invasive","Invasive-Native","Invertebrate_Diversity","Invertebrates",3,19
"InvasiveNative","summary",-0.0806501538582457,0.573680850320478,0.140583660432785,0.890201531627449,1.14977289702248,-1.31107320473897,14,14,"model_709","outputs/revision/models/model_709.Rds","no","Invasive","Invasive-Native","Invertebrate_Diversity","Invertebrates",3,19
"InvasiveNative","summary",-0.0852679244359807,0.571128075262365,0.149297378520239,0.883448333725499,1.13967996848286,-1.31021581735482,14,14,"model_710","outputs/revision/models/model_710.Rds","no","Invasive","Invasive-Native","Invertebrate_Diversity","Invertebrates",3,19
"InvasiveNative","summary",-0.0801497817608986,0.574901149668672,0.139414892120307,0.891108021391667,1.15289055091711,-1.31319011443891,14,14,"model_711","outputs/revision/models/model_711.Rds","no","Invasive","Invasive-Native","Invertebrate_Diversity","Invertebrates",3,19
"InvasiveNative","summary",-0.0850379718106043,0.572019863948522,0.148662620251693,0.88393996551556,1.14182261761074,-1.31189856123195,14,14,"model_712","outputs/revision/models/model_712.Rds","no","Invasive","Invasive-Native","Invertebrate_Diversity","Invertebrates",3,19
"Herbivore_nativenessNative","summary",-0.484769540268456,0.204515447039581,2.37033215478651,0.022557161863751,-0.0717422158838882,-0.897796864653023,41,41,"model_713","outputs/revision/models/model_713.Rds","no","Herbivore_nativeness","Introduced-Native","Litter_Cover","Soil",15,28
"Herbivore_nativenessNative","summary",-0.492704435595805,0.197733895034065,2.49175507067679,0.016848043732991,-0.0933727333295549,-0.892036137862054,41,41,"model_714","outputs/revision/models/model_714.Rds","no","Herbivore_nativeness","Introduced-Native","Litter_Cover","Soil",15,28
"Herbivore_nativenessNative","summary",-0.403449236034462,0.223145827225238,1.80800708241445,0.0779449062598302,0.0472029044299393,-0.854101376498864,41,41,"model_715","outputs/revision/models/model_715.Rds","yes","Herbivore_nativeness","Introduced-Native","Litter_Cover","Soil",15,28
"Herbivore_nativenessNative","summary",-0.403574658240705,0.223055788992076,1.80929918951819,0.0777404976462338,0.0468956463229194,-0.854044962804329,41,41,"model_716","outputs/revision/models/model_716.Rds","no","Herbivore_nativeness","Introduced-Native","Litter_Cover","Soil",15,28
"Herbivore_nativenessNative","summary",-0.484769539767395,0.204515448555274,2.37033213476965,0.0225571629338646,-0.0717422123218232,-0.897796867212966,29,41,"model_717","outputs/revision/models/model_717.Rds","no","Herbivore_nativeness","Introduced-Native","Litter_Cover","Soil",15,28
"Herbivore_nativenessNative","summary",-0.490663813812364,0.19725443285128,2.48746660199165,0.0170249038855605,-0.0923004050680261,-0.889027222556702,29,41,"model_718","outputs/revision/models/model_718.Rds","no","Herbivore_nativeness","Introduced-Native","Litter_Cover","Soil",15,28
"Herbivore_nativenessNative","summary",-0.403449474111,0.22314547577655,1.80801099689335,0.0779442863129605,0.0472019565883764,-0.854100904810377,29,41,"model_719","outputs/revision/models/model_719.Rds","no","Herbivore_nativeness","Introduced-Native","Litter_Cover","Soil",15,28
"Herbivore_nativenessNative","summary",-0.403574619287679,0.223056075901364,1.80929668764612,0.0777408929993262,0.046896264701007,-0.854045503276365,29,41,"model_720","outputs/revision/models/model_720.Rds","no","Herbivore_nativeness","Introduced-Native","Litter_Cover","Soil",15,28
"InvasiveNative","summary",-0.456719196391609,0.268938555421171,1.6982287856658,0.0991697671197287,0.0910907144877656,-1.00452910727098,32,32,"model_721","outputs/revision/models/model_721.Rds","no","Invasive","Invasive-Native","Litter_Cover","Soil",6,28
"InvasiveNative","summary",-0.458926789373346,0.268616117374049,1.7084856778504,0.0972305374217416,0.088226336696647,-1.00607991544334,32,32,"model_722","outputs/revision/models/model_722.Rds","no","Invasive","Invasive-Native","Litter_Cover","Soil",6,28
"InvasiveNative","summary",-0.430413174806918,0.317268780055928,1.35662000758803,0.184396252864431,0.215842182127912,-1.07666853174175,32,32,"model_723","outputs/revision/models/model_723.Rds","yes","Invasive","Invasive-Native","Litter_Cover","Soil",6,28
"InvasiveNative","summary",-0.430519787500961,0.317244798959579,1.35705861502812,0.184258283396012,0.215686721539101,-1.07672629654102,32,32,"model_724","outputs/revision/models/model_724.Rds","no","Invasive","Invasive-Native","Litter_Cover","Soil",6,28
"InvasiveNative","summary",-0.455350265489,0.269545849061148,1.68932397614367,0.100879478780559,0.0936966620549153,-1.00439719303292,24,32,"model_725","outputs/revision/models/model_725.Rds","no","Invasive","Invasive-Native","Litter_Cover","Soil",6,28
"InvasiveNative","summary",-0.456983974048025,0.26936809707786,1.69650370257446,0.0994990767481642,0.0917008845542661,-1.00566883265032,24,32,"model_726","outputs/revision/models/model_726.Rds","no","Invasive","Invasive-Native","Litter_Cover","Soil",6,28
"InvasiveNative","summary",-0.430413174863488,0.31726877672016,1.35662002202985,0.184396248320256,0.215842175276605,-1.07666852500358,24,32,"model_727","outputs/revision/models/model_727.Rds","no","Invasive","Invasive-Native","Litter_Cover","Soil",6,28
"InvasiveNative","summary",-0.430413173933545,0.317268776910323,1.35662001828564,0.184396249498386,0.215842176593895,-1.07666852446099,24,32,"model_728","outputs/revision/models/model_728.Rds","no","Invasive","Invasive-Native","Litter_Cover","Soil",6,28
"Africa_ComparisonIntroduced","summary",0.733383400293703,0.403043088829236,1.81961537269884,0.118683547743437,-0.252827510284629,1.71959431087204,6,6,"model_729","outputs/revision/models/model_729.Rds","yes","Africa_Comparison","Introduced-Intact_Africa","Mammal_Abundance","Vertebrates",3,5
"Africa_ComparisonIntroduced","summary",0.758766885223179,0.395760570765888,1.91723719155445,0.103662471220286,-0.20962434559977,1.72715811604613,6,6,"model_730","outputs/revision/models/model_730.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Mammal_Abundance","Vertebrates",3,5
"Africa_ComparisonIntroduced","summary",0.597791866847733,0.416485566599766,1.43532433003182,0.201203915647539,-0.421311601896062,1.61689533559153,6,6,"model_731","outputs/revision/models/model_731.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Mammal_Abundance","Vertebrates",3,5
"Africa_ComparisonIntroduced","summary",0.62301358597163,0.413946781983373,1.50505720321472,0.183014895627076,-0.389877700606807,1.63590487255007,6,6,"model_732","outputs/revision/models/model_732.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Mammal_Abundance","Vertebrates",3,5
"Africa_ComparisonIntroduced","summary",0.73338262613242,0.403042436977214,1.81961639482118,0.210428372263028,-1.00076901553247,2.46753426779731,2,2,"model_733","outputs/revision/models/model_733.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Mammal_Abundance","Vertebrates",3,5
"Africa_ComparisonIntroduced","summary",0.758766884068077,0.395760570486415,1.91723718998966,0.195247448225868,-0.9440534148625,2.46158718299865,2,2,"model_734","outputs/revision/models/model_734.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Mammal_Abundance","Vertebrates",3,5
"Africa_ComparisonIntroduced","summary",0.597792163876057,0.416486087690327,1.43532324738909,0.287674439265905,-1.1942028382274,2.38978716597952,2,2,"model_735","outputs/revision/models/model_735.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Mammal_Abundance","Vertebrates",3,5
"Africa_ComparisonIntroduced","summary",0.623013580879033,0.413946796198611,1.50505713922741,0.271241822605012,-1.15805573175596,2.40408289351403,2,2,"model_736","outputs/revision/models/model_736.Rds","no","Africa_Comparison","Introduced-Intact_Africa","Mammal_Abundance","Vertebrates",3,5
"Herbivore_nativenessNative","summary",0.44966231924127,0.365880546745259,-1.2289866822418,0.238008839042926,1.22951824433061,-0.330193605848073,15,15,"model_737","outputs/revision/models/model_737.Rds","no","Herbivore_nativeness","Introduced-Native","Mammal_Abundance","Vertebrates",3,14
"Herbivore_nativenessNative","summary",0.451189342371279,0.365356362335976,-1.23492947949918,0.235851951034646,1.22992799483967,-0.327549310097109,15,15,"model_738","outputs/revision/models/model_738.Rds","yes","Herbivore_nativeness","Introduced-Native","Mammal_Abundance","Vertebrates",3,14
"Herbivore_nativenessNative","summary",0.431943810940871,0.364443703946518,-1.1852140845442,0.25437078372119,1.2087371780998,-0.344849556218056,15,15,"model_739","outputs/revision/models/model_739.Rds","no","Herbivore_nativeness","Introduced-Native","Mammal_Abundance","Vertebrates",3,14
"Herbivore_nativenessNative","summary",0.451189339295717,0.365356355335206,-1.23492949474428,0.235851945521175,1.22992797684232,-0.327549298250885,15,15,"model_740","outputs/revision/models/model_740.Rds","no","Herbivore_nativeness","Introduced-Native","Mammal_Abundance","Vertebrates",3,14
